1.1  ,  -0.725306  ,  0.0003958   ,   0.110094   ,  0.0030505   ,   0.407794   ,   0.00151624  ,   6.01825  ,   0.0458286
1.2  ,  -0.685929  ,  0.000301183   ,   0.0896604   ,  0.00307772   ,   0.379343   ,   0.00142199  ,   4.65745  ,   0.0338637
1.3  ,  -0.649387  ,  0.000349965   ,   0.0727346   ,  0.00255777   ,   0.349497   ,   0.0012186  ,   3.75313  ,   0.0247508
1.4  ,  -0.615257  ,  0.000250056   ,   0.0603909   ,  0.00208979   ,   0.321484   ,   0.000937791  ,   3.064  ,   0.0192523
1.5  ,  -0.584112  ,  0.000266055   ,   0.0512275   ,  0.00184745   ,   0.296811   ,   0.000965714  ,   2.57486  ,   0.0122351
1.6  ,  -0.555745  ,  0.000282688   ,   0.0437072   ,  0.0015385   ,   0.27272   ,   0.000767954  ,   2.21183  ,   0.0090066
1.7  ,  -0.529521  ,  0.000249039   ,   0.0389068   ,  0.00129976   ,   0.25158   ,   0.000830962  ,   1.9318  ,   0.00746082
1.8  ,  -0.505243  ,  0.000260391   ,   0.0343305   ,  0.00118719   ,   0.23223   ,   0.000817075  ,   1.7006  ,   0.00703367
1.9  ,  -0.483283  ,  0.000266103   ,   0.030368   ,  0.00118314   ,   0.214065   ,   0.000675031  ,   1.51702  ,   0.00703329
2  ,  -0.462829  ,  0.000282943   ,   0.0272173   ,  0.00125269   ,   0.197874   ,   0.000677236  ,   1.36425  ,   0.00581057
